date,time,inlet_lvl_ft,inlet_temp_C,outlet_lvl_ft,outlet_temp_C
6/13/2022,0:00,1.484,13.9,1.406,13.74
6/13/2022,0:10,1.485,13.9,1.406,13.73
6/13/2022,0:20,1.484,13.9,1.406,13.73
6/13/2022,0:30,1.485,13.9,1.407,13.73
6/13/2022,0:40,1.484,13.9,1.406,13.73
6/13/2022,0:50,1.485,13.9,1.406,13.73
6/13/2022,1:00,1.485,13.9,1.407,13.72
6/13/2022,1:10,1.485,13.9,1.406,13.72
6/13/2022,1:20,1.484,13.9,1.406,13.72
6/13/2022,1:30,1.483,13.9,1.407,13.72
6/13/2022,1:40,1.484,13.9,1.407,13.72
6/13/2022,1:50,1.485,13.9,1.405,13.72
6/13/2022,2:00,1.485,13.9,1.407,13.72
6/13/2022,2:10,1.485,13.9,1.406,13.72
6/13/2022,2:20,1.484,13.9,1.406,13.72
6/13/2022,2:30,1.484,13.9,1.407,13.72
6/13/2022,2:40,1.484,13.9,1.406,13.72
6/13/2022,2:50,1.484,13.9,1.406,13.72
6/13/2022,3:00,1.486,13.9,1.407,13.72
6/13/2022,3:10,1.486,13.9,1.406,13.72
6/13/2022,3:20,1.484,13.9,1.405,13.72
6/13/2022,3:30,1.484,13.9,1.406,13.72
6/13/2022,3:40,1.484,13.9,1.407,13.72
6/13/2022,3:50,1.484,13.9,1.407,13.72
6/13/2022,4:00,1.483,13.9,1.406,13.72
6/13/2022,4:10,1.484,13.9,1.407,13.72
6/13/2022,4:20,1.484,13.9,1.406,13.72
6/13/2022,4:30,1.485,13.9,1.406,13.72
6/13/2022,4:40,1.486,13.9,1.407,13.72
6/13/2022,4:50,1.484,13.9,1.407,13.72
6/13/2022,5:00,1.484,13.9,1.407,13.78
6/13/2022,5:10,1.483,13.9,1.406,13.77
6/13/2022,5:20,1.483,13.9,1.406,13.76
6/13/2022,5:30,1.484,13.9,1.406,13.76
6/13/2022,5:40,1.484,13.9,1.407,13.76
6/13/2022,5:50,1.484,13.9,1.405,13.75
6/13/2022,6:00,1.483,13.9,1.406,13.75
6/13/2022,6:10,1.484,13.9,1.405,13.75
6/13/2022,6:20,1.484,13.9,1.406,13.75
6/13/2022,6:30,1.484,13.9,1.405,13.74
6/13/2022,6:40,1.484,13.9,1.407,13.74
6/13/2022,6:50,1.485,13.9,1.405,13.74
6/13/2022,7:00,1.485,13.9,1.406,13.74
6/13/2022,7:10,1.483,13.9,1.406,13.74
6/13/2022,7:20,1.485,13.9,1.408,13.74
6/13/2022,7:30,1.483,13.9,1.407,13.74
6/13/2022,7:40,1.485,13.91,1.405,13.74
6/13/2022,7:50,1.485,13.91,1.407,13.74
6/13/2022,8:00,1.486,13.91,1.407,13.74
6/13/2022,8:10,1.484,13.91,1.405,13.74
6/13/2022,8:20,1.484,13.91,1.407,13.74
6/13/2022,8:30,1.484,13.91,1.406,13.74
6/13/2022,8:40,1.486,13.91,1.408,13.74
6/13/2022,8:50,1.485,13.91,1.407,13.74
6/13/2022,9:00,1.485,13.91,1.406,13.74
6/13/2022,9:10,1.487,13.91,1.408,13.74
6/13/2022,9:20,1.485,13.91,1.406,13.74
6/13/2022,9:30,1.487,13.91,1.408,13.74
6/13/2022,9:40,1.485,13.91,1.407,13.74
6/13/2022,9:50,1.486,13.91,1.355,13.74
6/13/2022,10:00,1.487,13.92,1.408,13.75
6/13/2022,10:10,1.49,13.92,1.411,13.75
6/13/2022,10:20,1.485,13.92,1.405,13.75
6/13/2022,10:30,1.487,13.92,1.41,13.76
6/13/2022,10:40,1.486,13.92,1.409,13.76
6/13/2022,10:50,1.488,13.92,1.41,13.75
6/13/2022,11:00,1.484,13.92,1.406,13.81
6/13/2022,11:10,1.485,13.93,1.406,13.85
6/13/2022,11:20,1.485,13.93,1.407,13.82
6/13/2022,11:30,1.487,13.93,1.407,13.8
6/13/2022,11:40,1.49,13.93,1.41,13.79
6/13/2022,11:50,1.485,13.93,1.407,13.78
6/13/2022,12:00,1.487,13.93,1.409,13.77
6/13/2022,12:10,1.485,13.93,1.406,13.76
6/13/2022,12:20,1.486,13.93,1.407,13.76
6/13/2022,12:30,1.49,13.93,1.412,13.75
6/13/2022,12:40,1.487,13.93,1.406,13.75
6/13/2022,12:50,1.486,13.93,1.408,13.75
6/13/2022,13:00,1.488,13.93,1.41,13.74
6/13/2022,13:10,1.488,13.93,1.409,13.74
6/13/2022,13:20,1.488,13.93,1.407,13.74
6/13/2022,13:30,1.486,13.93,1.409,13.74
6/13/2022,13:40,1.487,13.93,1.41,13.74
6/13/2022,13:50,1.49,13.93,1.41,13.74
6/13/2022,14:00,1.486,13.94,1.41,13.73
6/13/2022,14:10,1.489,13.94,1.412,13.74
6/13/2022,14:20,1.487,13.94,1.408,13.74
6/13/2022,14:30,1.487,13.94,1.409,13.74
6/13/2022,14:40,1.486,13.94,1.406,13.74
6/13/2022,14:50,1.487,13.94,1.41,13.74
6/13/2022,15:00,1.487,13.94,1.408,13.74
6/13/2022,15:10,1.486,13.94,1.407,13.74
6/13/2022,15:20,1.488,13.94,1.41,13.74
6/13/2022,15:30,1.485,13.94,1.408,13.74
6/13/2022,15:40,1.487,13.94,1.409,13.74
6/13/2022,15:50,1.487,13.94,1.408,13.74
6/13/2022,16:00,1.487,13.94,1.407,13.75
6/13/2022,16:10,1.488,13.94,1.408,13.75
6/13/2022,16:20,1.487,13.94,1.408,13.75
6/13/2022,16:30,1.485,13.94,1.406,13.75
6/13/2022,16:40,1.486,13.95,1.407,13.75
6/13/2022,16:50,1.485,13.94,1.407,13.76
6/13/2022,17:00,1.487,13.95,1.408,13.81
6/13/2022,17:10,1.486,13.95,1.408,13.83
6/13/2022,17:20,1.486,13.95,1.408,13.81
6/13/2022,17:30,1.484,13.95,1.407,13.8
6/13/2022,17:40,1.486,13.95,1.407,13.79
6/13/2022,17:50,1.484,13.95,1.406,13.79
6/13/2022,18:00,1.487,13.95,1.408,13.78
6/13/2022,18:10,1.484,13.95,1.405,13.78
6/13/2022,18:20,1.485,13.95,1.407,13.77
6/13/2022,18:30,1.487,13.95,1.408,13.77
6/13/2022,18:40,1.487,13.95,1.408,13.76
6/13/2022,18:50,1.487,13.95,1.408,13.76
6/13/2022,19:00,1.486,13.94,1.408,13.76
6/13/2022,19:10,1.486,13.94,1.408,13.76
6/13/2022,19:20,1.486,13.95,1.409,13.75
6/13/2022,19:30,1.485,13.95,1.407,13.75
6/13/2022,19:40,1.486,13.95,1.41,13.75
6/13/2022,19:50,1.487,13.95,1.408,13.75
6/13/2022,20:00,1.486,13.95,1.408,13.75
6/13/2022,20:10,1.486,13.95,1.408,13.74
6/13/2022,20:20,1.486,13.95,1.408,13.74
6/13/2022,20:30,1.485,13.95,1.407,13.74
6/13/2022,20:40,1.486,13.94,1.407,13.74
6/13/2022,20:50,1.486,13.94,1.408,13.74
6/13/2022,21:00,1.486,13.94,1.406,13.74
6/13/2022,21:10,1.486,13.94,1.408,13.74
6/13/2022,21:20,1.486,13.94,1.408,13.74
6/13/2022,21:30,1.485,13.94,1.406,13.75
6/13/2022,21:40,1.485,13.94,1.406,13.75
6/13/2022,21:50,1.486,13.94,1.407,13.75
6/13/2022,22:00,1.485,13.94,1.406,13.75
6/13/2022,22:10,1.486,13.94,1.407,13.75
6/13/2022,22:20,1.484,13.94,1.406,13.75
6/13/2022,22:30,1.485,13.94,1.407,13.75
6/13/2022,22:40,1.486,13.94,1.408,13.75
6/13/2022,22:50,1.484,13.94,1.408,13.75
6/13/2022,23:00,1.487,13.94,1.407,13.81
6/13/2022,23:10,1.487,13.95,1.408,13.84
6/13/2022,23:20,1.486,13.95,1.407,13.82
6/13/2022,23:30,1.487,13.95,1.408,13.81
6/13/2022,23:40,1.486,13.94,1.408,13.8
6/13/2022,23:50,1.487,13.94,1.409,13.79
6/14/2022,0:00,1.486,13.94,1.407,13.78
6/14/2022,0:10,1.486,13.94,1.408,13.78
6/14/2022,0:20,1.487,13.94,1.409,13.77
6/14/2022,0:30,1.487,13.94,1.407,13.77
6/14/2022,0:40,1.487,13.94,1.408,13.77
6/14/2022,0:50,1.487,13.94,1.409,13.76
6/14/2022,1:00,1.486,13.93,1.408,13.76
6/14/2022,1:10,1.486,13.93,1.407,13.76
6/14/2022,1:20,1.486,13.93,1.408,13.76
6/14/2022,1:30,1.485,13.93,1.408,13.76
6/14/2022,1:40,1.486,13.93,1.408,13.76
6/14/2022,1:50,1.487,13.93,1.408,13.76
6/14/2022,2:00,1.486,13.93,1.407,13.76
6/14/2022,2:10,1.484,13.93,1.408,13.76
6/14/2022,2:20,1.486,13.93,1.407,13.76
6/14/2022,2:30,1.485,13.93,1.407,13.76
6/14/2022,2:40,1.486,13.93,1.406,13.77
6/14/2022,2:50,1.486,13.94,1.407,13.77
6/14/2022,3:00,1.485,13.94,1.407,13.77
6/14/2022,3:10,1.486,13.94,1.408,13.77
6/14/2022,3:20,1.485,13.94,1.409,13.77
6/14/2022,3:30,1.486,13.94,1.409,13.77
6/14/2022,3:40,1.487,13.94,1.408,13.77
6/14/2022,3:50,1.487,13.94,1.409,13.78
6/14/2022,4:00,1.486,13.94,1.409,13.78
6/14/2022,4:10,1.486,13.94,1.409,13.77
6/14/2022,4:20,1.487,13.94,1.408,13.77
6/14/2022,4:30,1.486,13.94,1.409,13.77
6/14/2022,4:40,1.487,13.94,1.408,13.77
6/14/2022,4:50,1.486,13.94,1.408,13.77
6/14/2022,5:00,1.486,13.94,1.408,13.83
6/14/2022,5:10,1.488,13.94,1.408,13.85
6/14/2022,5:20,1.487,13.94,1.408,13.83
6/14/2022,5:30,1.486,13.94,1.409,13.82
6/14/2022,5:40,1.486,13.94,1.408,13.81
6/14/2022,5:50,1.485,13.94,1.409,13.81
6/14/2022,6:00,1.487,13.94,1.408,13.8
6/14/2022,6:10,1.487,13.94,1.408,13.8
6/14/2022,6:20,1.486,13.94,1.408,13.79
6/14/2022,6:30,1.486,13.94,1.409,13.79
6/14/2022,6:40,1.487,13.94,1.408,13.79
6/14/2022,6:50,1.487,13.94,1.407,13.79
6/14/2022,7:00,1.485,13.94,1.408,13.79
6/14/2022,7:10,1.485,13.94,1.407,13.78
6/14/2022,7:20,1.485,13.94,1.407,13.78
6/14/2022,7:30,1.484,13.94,1.407,13.78
6/14/2022,7:40,1.484,13.95,1.406,13.79
6/14/2022,7:50,1.486,13.95,1.407,13.79
6/14/2022,8:00,1.485,13.95,1.407,13.79
6/14/2022,8:10,1.485,13.95,1.407,13.79
6/14/2022,8:20,1.486,13.95,1.407,13.79
6/14/2022,8:30,1.485,13.95,1.407,13.79
6/14/2022,8:40,1.486,13.95,1.408,13.79
6/14/2022,8:50,1.486,13.95,1.406,13.8
6/14/2022,9:00,1.483,13.95,1.406,13.8
6/14/2022,9:10,1.484,13.96,1.405,13.8
6/14/2022,9:20,1.483,13.96,1.406,13.8
6/14/2022,9:30,1.484,13.96,1.408,13.81
6/14/2022,9:40,1.484,13.96,1.407,13.81
6/14/2022,9:50,1.484,13.96,1.406,13.81
6/14/2022,10:00,1.484,13.96,1.406,13.81
6/14/2022,10:10,1.484,13.96,1.405,13.82
6/14/2022,10:20,1.485,13.97,1.405,13.82
6/14/2022,10:30,1.485,13.97,1.405,13.82
6/14/2022,10:40,1.484,13.97,1.406,13.82
6/14/2022,10:50,1.483,13.97,1.406,13.83
6/14/2022,11:00,1.484,13.98,1.405,13.88
6/14/2022,11:10,1.483,13.98,1.405,13.89
6/14/2022,11:20,1.483,13.98,1.404,13.88
6/14/2022,11:30,1.484,13.98,1.407,13.87
6/14/2022,11:40,1.481,13.98,1.404,13.86
6/14/2022,11:50,1.481,13.98,1.405,13.86
6/14/2022,12:00,1.483,13.98,1.405,13.85
6/14/2022,12:10,1.481,13.99,1.404,13.85
6/14/2022,12:20,1.485,13.99,1.406,13.84
6/14/2022,12:30,1.483,13.99,1.406,13.84
6/14/2022,12:40,1.483,13.99,1.405,13.84
6/14/2022,12:50,1.482,13.99,1.404,13.83
6/14/2022,13:00,1.487,14,1.41,13.83
6/14/2022,13:10,1.48,14,1.403,13.83
6/14/2022,13:20,1.482,14,1.404,13.83
6/14/2022,13:30,1.482,14,1.404,13.83
6/14/2022,13:40,1.483,14.01,1.405,13.83
6/14/2022,13:50,1.481,14.01,1.404,13.84
6/14/2022,14:00,1.481,14.01,1.404,13.84
6/14/2022,14:10,1.48,14.01,1.404,13.84
6/14/2022,14:50,1.482,14.02,1.401,13.85
6/14/2022,15:00,1.482,14.02,1.405,13.85
6/14/2022,15:10,1.481,14.02,1.404,13.85
6/14/2022,15:20,1.483,14.02,1.404,13.85
6/14/2022,15:30,1.481,14.03,1.404,13.86
6/14/2022,15:40,1.48,14.03,1.403,13.86
6/14/2022,15:50,1.481,14.03,1.404,13.86
6/14/2022,16:00,1.481,14.03,1.404,13.87
6/14/2022,16:10,1.481,14.03,1.402,13.87
6/14/2022,16:20,1.48,14.03,1.402,13.87
6/14/2022,16:30,1.479,14.03,1.401,13.87
6/14/2022,16:40,1.48,14.04,1.403,13.87
6/14/2022,16:50,1.48,14.04,1.402,13.88
6/14/2022,17:00,1.48,14.04,1.402,13.93
6/14/2022,17:10,1.479,14.05,1.401,13.94
6/14/2022,17:20,1.479,14.06,1.402,13.93
6/14/2022,17:30,1.479,14.06,1.402,13.91
6/14/2022,17:40,1.481,14.06,1.403,13.9
6/14/2022,17:50,1.479,14.06,1.402,13.89
6/14/2022,18:00,1.48,14.05,1.402,13.88
6/14/2022,18:10,1.479,14.05,1.401,13.88
6/14/2022,18:20,1.479,14.05,1.403,13.87
6/14/2022,18:30,1.481,14.06,1.403,13.86
6/14/2022,18:40,1.48,14.05,1.402,13.86
6/14/2022,18:50,1.48,14.05,1.404,13.85
6/14/2022,19:00,1.48,14.05,1.403,13.85
6/14/2022,19:10,1.479,14.06,1.403,13.85
6/14/2022,19:20,1.478,14.06,1.402,13.84
6/14/2022,19:30,1.48,14.06,1.403,13.84
6/14/2022,19:40,1.48,14.06,1.402,13.84
6/14/2022,19:50,1.48,14.06,1.402,13.84
6/14/2022,20:00,1.479,14.06,1.402,13.84
6/14/2022,20:10,1.479,14.06,1.402,13.84
6/14/2022,20:20,1.479,14.06,1.402,13.84
6/14/2022,20:30,1.478,14.06,1.402,13.84
6/14/2022,20:40,1.48,14.06,1.402,13.84
6/14/2022,20:50,1.479,14.06,1.402,13.84
6/14/2022,21:00,1.478,14.07,1.401,13.84
6/14/2022,21:10,1.479,14.07,1.402,13.85
6/14/2022,21:20,1.479,14.07,1.401,13.84
6/14/2022,21:30,1.479,14.07,1.401,13.84
6/14/2022,21:40,1.48,14.07,1.4,13.84
6/14/2022,21:50,1.479,14.07,1.401,13.84
6/14/2022,22:00,1.479,14.07,1.402,13.84
6/14/2022,22:10,1.48,14.07,1.401,13.84
6/14/2022,22:20,1.479,14.07,1.402,13.84
6/14/2022,22:30,1.48,14.07,1.403,13.84
6/14/2022,22:40,1.479,14.07,1.401,13.84
6/14/2022,22:50,1.48,14.07,1.401,13.84
6/14/2022,23:00,1.478,14.07,1.401,13.87
6/14/2022,23:10,1.479,14.08,1.4,13.89
6/14/2022,23:20,1.478,14.08,1.402,13.88
6/14/2022,23:30,1.478,14.08,1.402,13.87
6/14/2022,23:40,1.478,14.07,1.402,13.87
6/14/2022,23:50,1.48,14.07,1.401,13.86
6/15/2022,0:00,1.478,14.07,1.402,13.86
6/15/2022,0:10,1.479,14.07,1.402,13.85
6/15/2022,0:20,1.478,14.07,1.401,13.85
6/15/2022,0:30,1.479,14.07,1.401,13.85
6/15/2022,0:40,1.479,14.07,1.402,13.85
6/15/2022,0:50,1.477,14.07,1.401,13.84
6/15/2022,1:00,1.477,14.07,1.401,13.84
6/15/2022,1:10,1.478,14.07,1.402,13.84
6/15/2022,1:20,1.479,14.07,1.402,13.84
6/15/2022,1:30,1.479,14.07,1.402,13.84
6/15/2022,1:40,1.479,14.07,1.402,13.84
6/15/2022,1:50,1.479,14.07,1.401,13.84
6/15/2022,2:00,1.478,14.06,1.401,13.84
6/15/2022,2:10,1.479,14.07,1.401,13.84
6/15/2022,2:20,1.478,14.07,1.401,13.84
6/15/2022,2:30,1.479,14.07,1.401,13.84
6/15/2022,2:40,1.48,14.06,1.401,13.84
6/15/2022,2:50,1.479,14.06,1.4,13.84
6/15/2022,3:00,1.478,14.06,1.401,13.84
6/15/2022,3:10,1.479,14.06,1.401,13.84
6/15/2022,3:20,1.48,14.06,1.402,13.84
6/15/2022,3:30,1.479,14.06,1.402,13.84
6/15/2022,3:40,1.478,14.06,1.401,13.84
6/15/2022,3:50,1.478,14.06,1.402,13.85
6/15/2022,4:00,1.478,14.06,1.402,13.85
6/15/2022,4:10,1.478,14.06,1.403,13.85
6/15/2022,4:20,1.479,14.06,1.401,13.85
6/15/2022,4:30,1.478,14.06,1.401,13.85
6/15/2022,4:40,1.478,14.06,1.401,13.85
6/15/2022,4:50,1.478,14.07,1.401,13.85
6/15/2022,5:00,1.478,14.07,1.402,13.89
6/15/2022,5:10,1.479,14.07,1.4,13.89
6/15/2022,5:20,1.478,14.07,1.401,13.88
6/15/2022,5:30,1.479,14.07,1.401,13.88
6/15/2022,5:40,1.478,14.07,1.401,13.88
6/15/2022,5:50,1.478,14.07,1.401,13.87
6/15/2022,6:00,1.476,14.07,1.402,13.87
6/15/2022,6:10,1.478,14.07,1.401,13.87
6/15/2022,6:20,1.477,14.07,1.402,13.87
6/15/2022,6:30,1.477,14.07,1.402,13.87
6/15/2022,6:40,1.479,14.07,1.401,13.87
6/15/2022,6:50,1.478,14.07,1.4,13.87
6/15/2022,7:00,1.478,14.07,1.401,13.87
6/15/2022,7:10,1.478,14.08,1.401,13.87
6/15/2022,7:20,1.478,14.08,1.402,13.87
6/15/2022,7:30,1.478,14.08,1.4,13.87
6/15/2022,7:40,1.477,14.08,1.399,13.87
6/15/2022,7:50,1.476,14.08,1.4,13.87
6/15/2022,8:00,1.476,14.09,1.4,13.87
6/15/2022,8:10,1.478,14.09,1.4,13.87
6/15/2022,8:20,1.476,14.09,1.4,13.87
6/15/2022,8:30,1.478,14.09,1.4,13.87
6/15/2022,8:40,1.478,14.09,1.4,13.87
6/15/2022,8:50,1.477,14.1,1.4,13.88
6/15/2022,9:00,1.478,14.1,1.401,13.88
6/15/2022,9:10,1.479,14.1,1.401,13.88
6/15/2022,9:20,1.478,14.1,1.401,13.88
6/15/2022,9:30,1.478,14.1,1.399,13.88
6/15/2022,9:40,1.477,14.1,1.401,13.88
6/15/2022,9:50,1.476,14.11,1.398,13.9
6/15/2022,10:00,1.471,14.11,1.398,13.9
6/15/2022,10:10,1.431,14.12,1.361,14
6/15/2022,10:20,NAN,NAN,1.254,14.42
6/15/2022,10:30,NAN,NAN,1.169,14.56
6/15/2022,10:40,NAN,NAN,1.104,14.61
6/15/2022,10:50,NAN,NAN,0.993,14.61
6/15/2022,11:00,NAN,NAN,0.869,14.53
6/15/2022,11:10,NAN,NAN,0.741,14.4
6/15/2022,11:20,NAN,NAN,0.214,14.27
6/15/2022,11:30,NAN,NAN,0.095,13.98
6/15/2022,11:40,NAN,NAN,0.052,13.91
6/15/2022,11:50,NAN,NAN,0.027,13.93
6/15/2022,12:00,NAN,NAN,0.015,14.01
6/15/2022,12:10,NAN,NAN,0.01,14.12
6/15/2022,12:20,NAN,NAN,0.006,14.27
6/15/2022,12:30,NAN,NAN,0.004,14.41
6/15/2022,12:40,NAN,NAN,0.004,14.68
6/15/2022,12:50,NAN,NAN,0.005,14.95
6/15/2022,13:00,NAN,NAN,0.001,15.03
6/15/2022,13:10,NAN,NAN,0.002,15.14
6/15/2022,13:20,NAN,NAN,0.003,15.17
6/15/2022,13:30,NAN,NAN,0,15.22
6/15/2022,13:40,NAN,NAN,0,15.24
6/15/2022,13:50,NAN,NAN,-0.002,15.21
6/15/2022,14:00,NAN,NAN,-0.001,15.18
6/15/2022,14:10,NAN,NAN,-0.002,15.12
6/15/2022,14:20,NAN,NAN,-0.003,15.06
6/15/2022,14:30,NAN,NAN,-0.003,15.01
6/15/2022,14:40,NAN,NAN,-0.003,14.97
6/15/2022,14:50,NAN,NAN,-0.001,14.93
6/15/2022,15:00,NAN,NAN,-0.004,14.89
6/15/2022,15:10,NAN,NAN,-0.003,14.87
6/15/2022,15:20,NAN,NAN,-0.001,14.84
6/15/2022,15:30,NAN,NAN,-0.004,14.81
6/15/2022,15:40,NAN,NAN,-0.004,14.78
6/15/2022,15:50,NAN,NAN,-0.003,14.75
6/15/2022,16:00,NAN,NAN,-0.003,14.73
6/15/2022,16:10,NAN,NAN,-0.003,14.72
6/15/2022,16:20,NAN,NAN,-0.003,14.71
6/15/2022,16:30,NAN,NAN,-0.004,14.69
6/15/2022,16:40,NAN,NAN,-0.003,14.67
6/15/2022,16:50,NAN,NAN,-0.004,14.67
6/15/2022,17:00,NAN,NAN,-0.013,14.67
6/15/2022,17:10,NAN,NAN,-0.014,14.65
6/15/2022,17:20,NAN,NAN,-0.014,14.63
6/15/2022,17:30,NAN,NAN,-0.015,14.61
6/15/2022,17:40,NAN,NAN,-0.012,14.6
6/15/2022,17:50,NAN,NAN,-0.013,14.59
6/15/2022,18:00,NAN,NAN,-0.013,14.57
6/15/2022,18:10,NAN,NAN,-0.014,14.56
6/15/2022,18:20,NAN,NAN,-0.014,14.56
6/15/2022,18:30,NAN,NAN,-0.012,14.55
6/15/2022,18:40,NAN,NAN,-0.014,14.55
6/15/2022,18:50,NAN,NAN,-0.012,14.54
6/15/2022,19:00,NAN,NAN,-0.012,14.53
6/15/2022,19:10,NAN,NAN,-0.013,14.53
6/15/2022,19:20,NAN,NAN,-0.014,14.53
6/15/2022,19:30,NAN,NAN,-0.014,14.53
6/15/2022,19:40,NAN,NAN,-0.013,14.55
6/15/2022,19:50,NAN,NAN,-0.013,14.57
6/15/2022,20:00,NAN,NAN,-0.013,14.6
6/15/2022,20:10,NAN,NAN,-0.015,14.65
6/15/2022,20:20,NAN,NAN,-0.012,14.69
6/15/2022,20:30,NAN,NAN,-0.014,14.72
6/15/2022,20:40,NAN,NAN,-0.014,14.73
6/15/2022,20:50,NAN,NAN,-0.014,14.73
6/15/2022,21:00,NAN,NAN,-0.013,14.7
6/15/2022,21:10,NAN,NAN,-0.014,14.65
6/15/2022,21:20,NAN,NAN,-0.014,14.61
6/15/2022,21:30,NAN,NAN,-0.013,14.58
6/15/2022,21:40,NAN,NAN,-0.013,14.57
6/15/2022,21:50,NAN,NAN,-0.013,14.55
6/15/2022,22:00,NAN,NAN,-0.013,14.54
6/15/2022,22:10,NAN,NAN,-0.013,14.55
6/15/2022,22:20,NAN,NAN,-0.014,14.58
6/15/2022,22:30,NAN,NAN,-0.014,14.59
6/15/2022,22:40,NAN,NAN,-0.014,14.59
6/15/2022,22:50,NAN,NAN,-0.014,14.59
6/15/2022,23:00,NAN,NAN,-0.023,14.62
6/15/2022,23:10,NAN,NAN,-0.024,14.67
6/15/2022,23:20,NAN,NAN,-0.024,14.7
6/15/2022,23:30,NAN,NAN,-0.024,14.74
6/15/2022,23:40,NAN,NAN,-0.023,14.77
6/15/2022,23:50,NAN,NAN,-0.024,14.79
6/16/2022,0:00,NAN,NAN,-0.023,14.8
6/16/2022,0:10,NAN,NAN,-0.024,14.8
6/16/2022,0:20,NAN,NAN,-0.024,14.78
6/16/2022,0:30,NAN,NAN,-0.023,14.77
6/16/2022,0:40,NAN,NAN,-0.023,14.77
6/16/2022,0:50,NAN,NAN,-0.023,14.76
6/16/2022,1:00,NAN,NAN,-0.022,14.74
6/16/2022,1:10,NAN,NAN,-0.024,14.73
6/16/2022,1:20,NAN,NAN,-0.022,14.69
6/16/2022,1:30,NAN,NAN,-0.023,14.63
6/16/2022,1:40,NAN,NAN,-0.024,14.6
6/16/2022,1:50,NAN,NAN,-0.022,14.58
6/16/2022,2:00,NAN,NAN,-0.023,14.57
6/16/2022,2:10,NAN,NAN,-0.023,14.58
6/16/2022,2:20,NAN,NAN,-0.023,14.58
6/16/2022,2:30,NAN,NAN,-0.021,14.61
6/16/2022,2:40,NAN,NAN,-0.021,15.41
6/16/2022,2:50,NAN,NAN,-0.013,15.82
6/16/2022,3:00,NAN,NAN,-0.012,15.57
6/16/2022,3:10,NAN,NAN,-0.007,15.32
6/16/2022,3:20,NAN,NAN,-0.007,15.17
6/16/2022,3:30,NAN,NAN,-0.007,15.04
6/16/2022,3:40,NAN,NAN,-0.006,14.94
6/16/2022,3:50,NAN,NAN,-0.006,14.86
6/16/2022,4:00,NAN,NAN,-0.005,14.8
6/16/2022,4:10,NAN,NAN,-0.004,14.76
6/16/2022,4:20,NAN,NAN,-0.007,14.73
6/16/2022,4:30,NAN,NAN,-0.006,14.7
6/16/2022,4:40,NAN,NAN,-0.008,14.7
6/16/2022,4:50,NAN,NAN,-0.006,14.74
6/16/2022,5:00,NAN,NAN,-0.016,14.78
6/16/2022,5:10,NAN,NAN,-0.017,14.77
6/16/2022,5:20,NAN,NAN,-0.017,14.79
6/16/2022,5:30,NAN,NAN,-0.016,14.75
6/16/2022,5:40,NAN,NAN,-0.015,14.7
6/16/2022,5:50,NAN,NAN,-0.015,14.66
6/16/2022,6:00,NAN,NAN,-0.016,14.62
6/16/2022,6:10,NAN,NAN,-0.015,14.6
6/16/2022,6:20,NAN,NAN,-0.014,14.57
6/16/2022,6:30,NAN,NAN,-0.014,14.56
6/16/2022,6:40,NAN,NAN,-0.014,14.56
6/16/2022,6:50,NAN,NAN,-0.014,14.56
6/16/2022,7:00,NAN,NAN,-0.014,14.56
6/16/2022,7:10,NAN,NAN,-0.015,14.57
6/16/2022,7:20,NAN,NAN,-0.016,14.57
6/16/2022,7:30,NAN,NAN,-0.013,14.56
6/16/2022,7:40,NAN,NAN,-0.015,14.56
6/16/2022,7:50,NAN,NAN,-0.015,14.6
6/16/2022,8:00,NAN,NAN,-0.014,14.63
6/16/2022,8:10,NAN,NAN,-0.015,14.64
6/16/2022,8:20,NAN,NAN,-0.014,14.63
6/16/2022,8:30,NAN,NAN,-0.014,14.63
6/16/2022,8:40,NAN,NAN,-0.014,14.61
6/16/2022,8:50,NAN,NAN,-0.016,14.61
6/16/2022,9:00,NAN,NAN,-0.014,14.6
6/16/2022,9:10,NAN,NAN,-0.015,14.59
6/16/2022,9:20,NAN,NAN,-0.013,14.59
6/16/2022,9:30,NAN,NAN,-0.015,14.59
6/16/2022,9:40,NAN,NAN,-0.014,14.59
6/16/2022,9:50,NAN,NAN,-0.016,14.61
6/16/2022,10:00,NAN,NAN,-0.018,14.64
6/16/2022,10:10,NAN,NAN,-0.015,14.66
6/16/2022,10:20,NAN,NAN,-0.014,14.7
6/16/2022,10:30,NAN,NAN,-0.014,14.71
6/16/2022,10:40,NAN,NAN,-0.013,14.73
6/16/2022,10:50,NAN,NAN,0.001,14.77
6/16/2022,11:00,NAN,NAN,-0.009,14.85
6/16/2022,11:10,NAN,NAN,-0.005,14.96
6/16/2022,11:20,NAN,NAN,-0.008,14.99
6/16/2022,11:30,NAN,NAN,-0.008,15.01
6/16/2022,11:40,NAN,NAN,-0.006,14.99
6/16/2022,11:50,NAN,NAN,-0.006,14.96
6/16/2022,12:00,NAN,NAN,0.014,14.94
6/16/2022,12:10,NAN,NAN,0.189,14.35
6/16/2022,12:20,NAN,NAN,0.211,14.25
6/16/2022,12:30,NAN,NAN,0.236,14.21
6/16/2022,12:40,NAN,NAN,0.253,14.18
6/16/2022,12:50,NAN,NAN,0.276,14.16
6/16/2022,13:00,NAN,NAN,0.296,14.15
6/16/2022,13:10,NAN,NAN,0.315,14.14
6/16/2022,13:20,NAN,NAN,0.332,14.13
6/16/2022,13:30,NAN,NAN,0.353,14.13
6/16/2022,13:40,NAN,NAN,0.37,14.12
